material,material_category,old_material_number,procurement_group,container_reqmts,heel_type,upper_material,lining_material,in_sole_material,assortment_group,material_description,material_group,x_plant_matl_status,description,ext_material_group,brand,characteristic_value,color_number,color_name,characteristic_value,characteristic_value,item_type,text_lab_engineering_office,condition_amount
223-204117-019,2,204117,3Q4,KI,,,,,,"223-204117, 11, GREEN, 1",M70001913,5,NOT ASSIGNED,223,CRC,H,21,GREEN,11,1,1,LEATHER-F/W,2995
223-204117-020,2,204117,3Q4,KI,,,,,,"223-204117, 12, GREEN, 1",M70001913,5,NOT ASSIGNED,223,CRC,H,21,GREEN,12,1,1,LEATHER-F/W,2995
223-204117-021,2,204117,3Q4,KI,,,,,,"223-204117, 13, GREEN, 1",M70001913,5,NOT ASSIGNED,223,CRC,H,21,GREEN,13,1,1,LEATHER-F/W,2995
223-204117-022,2,204117,3Q4,KI,,,,,,"223-204117, 6, GREEN, 1",M70001913,5,NOT ASSIGNED,223,CRC,H,21,GREEN,6,1,1,LEATHER-F/W,2995
223-204223,1,204223,,GT,NULL,NA,NA,,,223-204223,M70001890,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204223-001,2,204223,01R,GT,,,,,,"223-204223, 10, GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,R,14,GREY,10,1,1,LEATHER-F/W,5995
223-204223-002,2,204223,01R,GT,,,,,,"223-204223, 11, GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,R,14,GREY,11,1,1,LEATHER-F/W,5995
223-204223-003,2,204223,01R,GT,,,,,,"223-204223, 12, GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,R,14,GREY,12,1,1,LEATHER-F/W,5995
223-204223-004,2,204223,01R,GT,,,,,,"223-204223, 13, GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,R,14,GREY,13,1,1,LEATHER-F/W,5995
223-204223-005,2,204223,01R,GT,,,,,,"223-204223, 7, GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,R,14,GREY,7,1,1,LEATHER-F/W,5995
223-204223-006,2,204223,01R,GT,,,,,,"223-204223, 8, GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,R,14,GREY,8,1,1,LEATHER-F/W,5995
223-204223-007,2,204223,01R,GT,,,,,,"223-204223, 9, GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,R,14,GREY,9,1,1,LEATHER-F/W,5995
223-204223-008,2,204223,69,GT,,,,,,"223-204223, 10, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,10,1,1,LEATHER-F/W,5995
223-204223-009,2,204223,69,GT,,,,,,"223-204223, 11, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,11,1,1,LEATHER-F/W,5995
223-204223-010,2,204223,69,GT,,,,,,"223-204223, 12, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,12,1,1,LEATHER-F/W,5995
223-204223-011,2,204223,69,GT,,,,,,"223-204223, 13, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,13,1,1,LEATHER-F/W,5995
223-204223-012,2,204223,69,GT,,,,,,"223-204223, 7, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,7,1,1,LEATHER-F/W,5995
223-204223-013,2,204223,69,GT,,,,,,"223-204223, 8, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,8,1,1,LEATHER-F/W,5995
223-204223-014,2,204223,69,GT,,,,,,"223-204223, 9, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,9,1,1,LEATHER-F/W,5995
223-204223-015,2,204223,26P,GT,,,,,,"223-204223, 10, KHAKI, 1",M70001890,5,NOT ASSIGNED,223,CRC,KHK,62,KHAKI,10,1,1,LEATHER-F/W,5995
223-204223-016,2,204223,26P,GT,,,,,,"223-204223, 11, KHAKI, 1",M70001890,5,NOT ASSIGNED,223,CRC,KHK,62,KHAKI,11,1,1,LEATHER-F/W,5995
223-204223-017,2,204223,26P,GT,,,,,,"223-204223, 12, KHAKI, 1",M70001890,5,NOT ASSIGNED,223,CRC,KHK,62,KHAKI,12,1,1,LEATHER-F/W,5995
223-204223-018,2,204223,26P,GT,,,,,,"223-204223, 13, KHAKI, 1",M70001890,5,NOT ASSIGNED,223,CRC,KHK,62,KHAKI,13,1,1,LEATHER-F/W,5995
223-204223-019,2,204223,26P,GT,,,,,,"223-204223, 7, KHAKI, 1",M70001890,5,NOT ASSIGNED,223,CRC,KHK,62,KHAKI,7,1,1,LEATHER-F/W,5995
223-204223-020,2,204223,26P,GT,,,,,,"223-204223, 8, KHAKI, 1",M70001890,5,NOT ASSIGNED,223,CRC,KHK,62,KHAKI,8,1,1,LEATHER-F/W,5995
223-204223-021,2,204223,26P,GT,,,,,,"223-204223, 9, KHAKI, 1",M70001890,5,NOT ASSIGNED,223,CRC,KHK,62,KHAKI,9,1,1,LEATHER-F/W,5995
223-204285,1,204285,,LT,NULL,NA,NA,,,223-204285,M70001945,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204285-001,2,204285,1,LT,,,,,,"223-204285, 10, BLACK, 1",M70001945,5,NOT ASSIGNED,223,CRC,C,11,BLACK,10,1,1,LEATHER-F/W,3995
223-204285-002,2,204285,1,LT,,,,,,"223-204285, 11, BLACK, 1",M70001945,5,NOT ASSIGNED,223,CRC,C,11,BLACK,11,1,1,LEATHER-F/W,3995
223-204285-003,2,204285,1,LT,,,,,,"223-204285, 4, BLACK, 1",M70001945,5,NOT ASSIGNED,223,CRC,C,11,BLACK,4,1,1,LEATHER-F/W,3995
223-204285-004,2,204285,1,LT,,,,,,"223-204285, 5, BLACK, 1",M70001945,5,NOT ASSIGNED,223,CRC,C,11,BLACK,5,1,1,LEATHER-F/W,3995
223-204285-005,2,204285,1,LT,,,,,,"223-204285, 6, BLACK, 1",M70001945,5,NOT ASSIGNED,223,CRC,C,11,BLACK,6,1,1,LEATHER-F/W,3995
223-204285-006,2,204285,1,LT,,,,,,"223-204285, 7, BLACK, 1",M70001945,5,NOT ASSIGNED,223,CRC,C,11,BLACK,7,1,1,LEATHER-F/W,3995
223-204285-007,2,204285,1,LT,,,,,,"223-204285, 8, BLACK, 1",M70001945,5,NOT ASSIGNED,223,CRC,C,11,BLACK,8,1,1,LEATHER-F/W,3995
223-204285-008,2,204285,1,LT,,,,,,"223-204285, 9, BLACK, 1",M70001945,5,NOT ASSIGNED,223,CRC,C,11,BLACK,9,1,1,LEATHER-F/W,3995
223-204285-009,2,204285,40,LT,,,,,,"223-204285, 10, SILVER, 1",M70001945,5,NOT ASSIGNED,223,CRC,SS,27,SILVER,10,1,1,LEATHER-F/W,3995
223-204285-010,2,204285,40,LT,,,,,,"223-204285, 11, SILVER, 1",M70001945,5,NOT ASSIGNED,223,CRC,SS,27,SILVER,11,1,1,LEATHER-F/W,3995
223-204285-011,2,204285,40,LT,,,,,,"223-204285, 4, SILVER, 1",M70001945,5,NOT ASSIGNED,223,CRC,SS,27,SILVER,4,1,1,LEATHER-F/W,3995
223-204285-012,2,204285,40,LT,,,,,,"223-204285, 5, SILVER, 1",M70001945,5,NOT ASSIGNED,223,CRC,SS,27,SILVER,5,1,1,LEATHER-F/W,3995
223-204285-013,2,204285,40,LT,,,,,,"223-204285, 6, SILVER, 1",M70001945,5,NOT ASSIGNED,223,CRC,SS,27,SILVER,6,1,1,LEATHER-F/W,3995
223-204285-014,2,204285,40,LT,,,,,,"223-204285, 7, SILVER, 1",M70001945,5,NOT ASSIGNED,223,CRC,SS,27,SILVER,7,1,1,LEATHER-F/W,3995
223-204285-015,2,204285,40,LT,,,,,,"223-204285, 8, SILVER, 1",M70001945,5,NOT ASSIGNED,223,CRC,SS,27,SILVER,8,1,1,LEATHER-F/W,3995
223-204285-016,2,204285,40,LT,,,,,,"223-204285, 9, SILVER, 1",M70001945,5,NOT ASSIGNED,223,CRC,SS,27,SILVER,9,1,1,LEATHER-F/W,3995
223-204285-017,2,204285,710,LT,,,,,,"223-204285, 10, GOLD, 1",M70001945,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,10,1,1,LEATHER-F/W,3995
223-204285-018,2,204285,710,LT,,,,,,"223-204285, 11, GOLD, 1",M70001945,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,11,1,1,LEATHER-F/W,3995
223-204285-019,2,204285,710,LT,,,,,,"223-204285, 4, GOLD, 1",M70001945,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,4,1,1,LEATHER-F/W,3995
223-204285-020,2,204285,710,LT,,,,,,"223-204285, 5, GOLD, 1",M70001945,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,5,1,1,LEATHER-F/W,3995
223-204285-021,2,204285,710,LT,,,,,,"223-204285, 6, GOLD, 1",M70001945,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,6,1,1,LEATHER-F/W,3995
223-204285-022,2,204285,710,LT,,,,,,"223-204285, 7, GOLD, 1",M70001945,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,7,1,1,LEATHER-F/W,3995
223-204285-023,2,204285,710,LT,,,,,,"223-204285, 8, GOLD, 1",M70001945,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,8,1,1,LEATHER-F/W,3995
223-204285-024,2,204285,710,LT,,,,,,"223-204285, 9, GOLD, 1",M70001945,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,9,1,1,LEATHER-F/W,3995
223-204311,1,204311,,LT,NULL,NA,NA,,,223-204311,M70001930,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204311-001,2,204311,7D9,LT,,,,,,"223-204311, 10, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,10,1,1,LEATHER-F/W,3995
223-204311-002,2,204311,7D9,LT,,,,,,"223-204311, 11, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,11,1,1,LEATHER-F/W,3995
223-204311-003,2,204311,7D9,LT,,,,,,"223-204311, 4, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,4,1,1,LEATHER-F/W,3995
223-204311-004,2,204311,7D9,LT,,,,,,"223-204311, 5, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,5,1,1,LEATHER-F/W,3995
223-204311-005,2,204311,7D9,LT,,,,,,"223-204311, 6, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,6,1,1,LEATHER-F/W,3995
223-204311-006,2,204311,7D9,LT,,,,,,"223-204311, 7, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,7,1,1,LEATHER-F/W,3995
223-204311-007,2,204311,7D9,LT,,,,,,"223-204311, 8, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,8,1,1,LEATHER-F/W,3995
223-204311-008,2,204311,7D9,LT,,,,,,"223-204311, 9, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,9,1,1,LEATHER-F/W,3995
223-204523,1,204523,,GT,NULL,NA,NA,,,223-204523,M70001888,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204523-001,2,204523,49S,GT,,,,,,"223-204523, 10, BLACK/BLUE, 1",M70001888,5,NOT ASSIGNED,223,CRC,CD,77,BLACK/BLUE,10,1,1,LEATHER-F/W,3995
223-204523-002,2,204523,49S,GT,,,,,,"223-204523, 11, BLACK/BLUE, 1",M70001888,5,NOT ASSIGNED,223,CRC,CD,77,BLACK/BLUE,11,1,1,LEATHER-F/W,3995
223-204523-003,2,204523,49S,GT,,,,,,"223-204523, 12, BLACK/BLUE, 1",M70001888,5,NOT ASSIGNED,223,CRC,CD,77,BLACK/BLUE,12,1,1,LEATHER-F/W,3995
223-204523-004,2,204523,49S,GT,,,,,,"223-204523, 13, BLACK/BLUE, 1",M70001888,5,NOT ASSIGNED,223,CRC,CD,77,BLACK/BLUE,13,1,1,LEATHER-F/W,3995
223-204523-005,2,204523,49S,GT,,,,,,"223-204523, 7, BLACK/BLUE, 1",M70001888,5,NOT ASSIGNED,223,CRC,CD,77,BLACK/BLUE,7,1,1,LEATHER-F/W,3995
223-204523-006,2,204523,49S,GT,,,,,,"223-204523, 8, BLACK/BLUE, 1",M70001888,5,NOT ASSIGNED,223,CRC,CD,77,BLACK/BLUE,8,1,1,LEATHER-F/W,3995
223-204523-007,2,204523,49S,GT,,,,,,"223-204523, 9, BLACK/BLUE, 1",M70001888,5,NOT ASSIGNED,223,CRC,CD,77,BLACK/BLUE,9,1,1,LEATHER-F/W,3995
223-204597,1,204597,,LT,NULL,NA,NA,,,223-204597,M70001942,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204597-001,2,204597,7,LT,,,,,,"223-204597, 10, LIGHT GREY, 1",M70001942,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,10,1,1,LEATHER-F/W,3495
223-204597-002,2,204597,7,LT,,,,,,"223-204597, 11, LIGHT GREY, 1",M70001942,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,11,1,1,LEATHER-F/W,3495
223-204597-003,2,204597,7,LT,,,,,,"223-204597, 4, LIGHT GREY, 1",M70001942,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,4,1,1,LEATHER-F/W,3495
223-204597-004,2,204597,7,LT,,,,,,"223-204597, 5, LIGHT GREY, 1",M70001942,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,5,1,1,LEATHER-F/W,3495
223-204597-005,2,204597,7,LT,,,,,,"223-204597, 6, LIGHT GREY, 1",M70001942,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,6,1,1,LEATHER-F/W,3495
223-204597-006,2,204597,7,LT,,,,,,"223-204597, 7, LIGHT GREY, 1",M70001942,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,7,1,1,LEATHER-F/W,3495
223-204597-007,2,204597,7,LT,,,,,,"223-204597, 8, LIGHT GREY, 1",M70001942,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,8,1,1,LEATHER-F/W,3495
223-204597-008,2,204597,7,LT,,,,,,"223-204597, 9, LIGHT GREY, 1",M70001942,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,9,1,1,LEATHER-F/W,3495
223-204597-009,2,204597,1,LT,,,,,,"223-204597, 10, BLACK, 1",M70001942,5,NOT ASSIGNED,223,CRC,C,11,BLACK,10,1,1,LEATHER-F/W,3495
223-204597-010,2,204597,1,LT,,,,,,"223-204597, 11, BLACK, 1",M70001942,5,NOT ASSIGNED,223,CRC,C,11,BLACK,11,1,1,LEATHER-F/W,3495
223-204597-011,2,204597,1,LT,,,,,,"223-204597, 4, BLACK, 1",M70001942,5,NOT ASSIGNED,223,CRC,C,11,BLACK,4,1,1,LEATHER-F/W,3495
223-204597-012,2,204597,1,LT,,,,,,"223-204597, 5, BLACK, 1",M70001942,5,NOT ASSIGNED,223,CRC,C,11,BLACK,5,1,1,LEATHER-F/W,3495
223-204597-013,2,204597,1,LT,,,,,,"223-204597, 6, BLACK, 1",M70001942,5,NOT ASSIGNED,223,CRC,C,11,BLACK,6,1,1,LEATHER-F/W,3495
223-204597-014,2,204597,1,LT,,,,,,"223-204597, 7, BLACK, 1",M70001942,5,NOT ASSIGNED,223,CRC,C,11,BLACK,7,1,1,LEATHER-F/W,3495
223-204597-015,2,204597,1,LT,,,,,,"223-204597, 8, BLACK, 1",M70001942,5,NOT ASSIGNED,223,CRC,C,11,BLACK,8,1,1,LEATHER-F/W,3495
223-204597-016,2,204597,1,LT,,,,,,"223-204597, 9, BLACK, 1",M70001942,5,NOT ASSIGNED,223,CRC,C,11,BLACK,9,1,1,LEATHER-F/W,3495
223-204601,1,204601,,LT,NULL,NA,NA,,,223-204601,M70001930,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204601-001,2,204601,710,LT,,,,,,"223-204601, 10, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,10,1,1,LEATHER-F/W,3995
223-204601-002,2,204601,710,LT,,,,,,"223-204601, 11, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,11,1,1,LEATHER-F/W,3995
223-204601-003,2,204601,710,LT,,,,,,"223-204601, 4, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,4,1,1,LEATHER-F/W,3995
223-204601-004,2,204601,710,LT,,,,,,"223-204601, 5, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,5,1,1,LEATHER-F/W,3995
223-204601-005,2,204601,710,LT,,,,,,"223-204601, 6, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,6,1,1,LEATHER-F/W,3995
223-204601-006,2,204601,710,LT,,,,,,"223-204601, 7, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,7,1,1,LEATHER-F/W,3995
223-204601-007,2,204601,710,LT,,,,,,"223-204601, 8, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,8,1,1,LEATHER-F/W,3995
223-204601-008,2,204601,710,LT,,,,,,"223-204601, 9, GOLD, 1",M70001930,5,NOT ASSIGNED,223,CRC,XXX,15,GOLD,9,1,1,LEATHER-F/W,3995
223-204731,1,204731,,LT,NULL,NA,NA,,,223-204731,M70001949,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204731-001,2,204731,60,LT,,,,,,"223-204731, 10, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,10,1,1,LEATHER-F/W,4995
223-204731-002,2,204731,60,LT,,,,,,"223-204731, 11, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,11,1,1,LEATHER-F/W,4995
223-204731-003,2,204731,60,LT,,,,,,"223-204731, 4, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,4,1,1,LEATHER-F/W,4995
223-204731-004,2,204731,60,LT,,,,,,"223-204731, 5, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,5,1,1,LEATHER-F/W,4995
223-204731-005,2,204731,60,LT,,,,,,"223-204731, 6, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,6,1,1,LEATHER-F/W,4995
223-204731-006,2,204731,60,LT,,,,,,"223-204731, 7, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,7,1,1,LEATHER-F/W,4995
223-204731-007,2,204731,60,LT,,,,,,"223-204731, 8, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,8,1,1,LEATHER-F/W,4995
223-204731-008,2,204731,60,LT,,,,,,"223-204731, 9, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,9,1,1,LEATHER-F/W,4995
223-204731-009,2,204731,854,LT,,,,,,"223-204731, 10, BRONZE, 1",M70001949,5,NOT ASSIGNED,223,CRC,XXB,46,BRONZE,10,1,1,LEATHER-F/W,4995
223-204731-010,2,204731,854,LT,,,,,,"223-204731, 11, BRONZE, 1",M70001949,5,NOT ASSIGNED,223,CRC,XXB,46,BRONZE,11,1,1,LEATHER-F/W,4995
223-204731-011,2,204731,854,LT,,,,,,"223-204731, 4, BRONZE, 1",M70001949,5,NOT ASSIGNED,223,CRC,XXB,46,BRONZE,4,1,1,LEATHER-F/W,4995
223-204731-012,2,204731,854,LT,,,,,,"223-204731, 5, BRONZE, 1",M70001949,5,NOT ASSIGNED,223,CRC,XXB,46,BRONZE,5,1,1,LEATHER-F/W,4995
223-204731-013,2,204731,854,LT,,,,,,"223-204731, 6, BRONZE, 1",M70001949,5,NOT ASSIGNED,223,CRC,XXB,46,BRONZE,6,1,1,LEATHER-F/W,4995
223-204731-014,2,204731,854,LT,,,,,,"223-204731, 7, BRONZE, 1",M70001949,5,NOT ASSIGNED,223,CRC,XXB,46,BRONZE,7,1,1,LEATHER-F/W,4995
223-204731-015,2,204731,854,LT,,,,,,"223-204731, 8, BRONZE, 1",M70001949,5,NOT ASSIGNED,223,CRC,XXB,46,BRONZE,8,1,1,LEATHER-F/W,4995
223-204731-016,2,204731,854,LT,,,,,,"223-204731, 9, BRONZE, 1",M70001949,5,NOT ASSIGNED,223,CRC,XXB,46,BRONZE,9,1,1,LEATHER-F/W,4995
223-204732,1,204732,,LT,NULL,NA,NA,,,223-204732,M70001949,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204732-001,2,204732,1,LT,,,,,,"223-204732, 10, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,10,1,1,LEATHER-F/W,4995
223-204732-002,2,204732,1,LT,,,,,,"223-204732, 11, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,11,1,1,LEATHER-F/W,4995
223-204732-003,2,204732,1,LT,,,,,,"223-204732, 4, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,4,1,1,LEATHER-F/W,4995
223-204732-004,2,204732,1,LT,,,,,,"223-204732, 5, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,5,1,1,LEATHER-F/W,4995
223-204732-005,2,204732,1,LT,,,,,,"223-204732, 6, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,6,1,1,LEATHER-F/W,4995
223-204732-006,2,204732,1,LT,,,,,,"223-204732, 7, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,7,1,1,LEATHER-F/W,4995
223-204732-007,2,204732,1,LT,,,,,,"223-204732, 8, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,8,1,1,LEATHER-F/W,4995
223-204732-008,2,204732,1,LT,,,,,,"223-204732, 9, BLACK, 1",M70001949,5,NOT ASSIGNED,223,CRC,C,11,BLACK,9,1,1,LEATHER-F/W,4995
223-204732-009,2,204732,160,LT,,,,,,"223-204732, 10, BEIGE, 1",M70001949,5,NOT ASSIGNED,223,CRC,F,20,BEIGE,10,1,1,LEATHER-F/W,4995
223-204732-010,2,204732,160,LT,,,,,,"223-204732, 11, BEIGE, 1",M70001949,5,NOT ASSIGNED,223,CRC,F,20,BEIGE,11,1,1,LEATHER-F/W,4995
223-204732-011,2,204732,160,LT,,,,,,"223-204732, 4, BEIGE, 1",M70001949,5,NOT ASSIGNED,223,CRC,F,20,BEIGE,4,1,1,LEATHER-F/W,4995
223-204732-012,2,204732,160,LT,,,,,,"223-204732, 5, BEIGE, 1",M70001949,5,NOT ASSIGNED,223,CRC,F,20,BEIGE,5,1,1,LEATHER-F/W,4995
223-204732-013,2,204732,160,LT,,,,,,"223-204732, 6, BEIGE, 1",M70001949,5,NOT ASSIGNED,223,CRC,F,20,BEIGE,6,1,1,LEATHER-F/W,4995
223-204732-014,2,204732,160,LT,,,,,,"223-204732, 7, BEIGE, 1",M70001949,5,NOT ASSIGNED,223,CRC,F,20,BEIGE,7,1,1,LEATHER-F/W,4995
223-204732-015,2,204732,160,LT,,,,,,"223-204732, 8, BEIGE, 1",M70001949,5,NOT ASSIGNED,223,CRC,F,20,BEIGE,8,1,1,LEATHER-F/W,4995
223-204732-016,2,204732,160,LT,,,,,,"223-204732, 9, BEIGE, 1",M70001949,5,NOT ASSIGNED,223,CRC,F,20,BEIGE,9,1,1,LEATHER-F/W,4995
223-204734,1,204734,,GT,NULL,NA,NA,,,223-204734,M70001890,,,223,CRC,,0,,,,1,LEATHER-F/W,0
223-204734-001,2,204734,00J,GT,,,,,,"223-204734, 10, LIGHT GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,10,1,1,LEATHER-F/W,5495
223-204734-002,2,204734,00J,GT,,,,,,"223-204734, 11, LIGHT GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,11,1,1,LEATHER-F/W,5495
223-204734-003,2,204734,00J,GT,,,,,,"223-204734, 12, LIGHT GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,12,1,1,LEATHER-F/W,5495
223-204734-004,2,204734,00J,GT,,,,,,"223-204734, 13, LIGHT GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,13,1,1,LEATHER-F/W,5495
223-204734-005,2,204734,00J,GT,,,,,,"223-204734, 7, LIGHT GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,7,1,1,LEATHER-F/W,5495
223-204734-006,2,204734,00J,GT,,,,,,"223-204734, 8, LIGHT GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,8,1,1,LEATHER-F/W,5495
223-204734-007,2,204734,00J,GT,,,,,,"223-204734, 9, LIGHT GREY, 1",M70001890,5,NOT ASSIGNED,223,CRC,LR,59,LIGHT GREY,9,1,1,LEATHER-F/W,5495
223-204734-008,2,204734,69,GT,,,,,,"223-204734, 10, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,10,1,1,LEATHER-F/W,5495
223-204734-009,2,204734,69,GT,,,,,,"223-204734, 11, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,11,1,1,LEATHER-F/W,5495
223-204734-010,2,204734,69,GT,,,,,,"223-204734, 12, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,12,1,1,LEATHER-F/W,5495
223-204734-011,2,204734,69,GT,,,,,,"223-204734, 13, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,13,1,1,LEATHER-F/W,5495
223-204734-012,2,204734,69,GT,,,,,,"223-204734, 7, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,7,1,1,LEATHER-F/W,5495
223-204734-013,2,204734,69,GT,,,,,,"223-204734, 8, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,8,1,1,LEATHER-F/W,5495
223-204734-014,2,204734,69,GT,,,,,,"223-204734, 9, BLACK, 1",M70001890,5,NOT ASSIGNED,223,CRC,C,11,BLACK,9,1,1,LEATHER-F/W,5495
223-204734-015,2,204734,462,GT,,,,,,"223-204734, 10, BLUE/NAVY, 1",M70001890,5,NOT ASSIGNED,223,CRC,DN,17,BLUE/NAVY,10,1,1,LEATHER-F/W,5495
223-204734-016,2,204734,462,GT,,,,,,"223-204734, 11, BLUE/NAVY, 1",M70001890,5,NOT ASSIGNED,223,CRC,DN,17,BLUE/NAVY,11,1,1,LEATHER-F/W,5495
223-204734-017,2,204734,462,GT,,,,,,"223-204734, 12, BLUE/NAVY, 1",M70001890,5,NOT ASSIGNED,223,CRC,DN,17,BLUE/NAVY,12,1,1,LEATHER-F/W,5495
223-204734-018,2,204734,462,GT,,,,,,"223-204734, 13, BLUE/NAVY, 1",M70001890,5,NOT ASSIGNED,223,CRC,DN,17,BLUE/NAVY,13,1,1,LEATHER-F/W,5495
223-204734-019,2,204734,462,GT,,,,,,"223-204734, 7, BLUE/NAVY, 1",M70001890,5,NOT ASSIGNED,223,CRC,DN,17,BLUE/NAVY,7,1,1,LEATHER-F/W,5495
223-204734-020,2,204734,462,GT,,,,,,"223-204734, 8, BLUE/NAVY, 1",M70001890,5,NOT ASSIGNED,223,CRC,DN,17,BLUE/NAVY,8,1,1,LEATHER-F/W,5495
